Date,Location,WindGustSpeed
15/05/2016,Nuriootpa,44
15/06/2016,Nuriootpa,35
15/07/2016,Nuriootpa,28
15/08/2016,Nuriootpa,28
15/09/2016,Nuriootpa,NA
15/10/2016,Nuriootpa,48
15/11/2016,Nuriootpa,26
15/12/2016,Nuriootpa,50
15/01/2017,Nuriootpa,31
15/02/2017,Nuriootpa,59
15/03/2017,Nuriootpa,43
15/04/2017,Nuriootpa,30
15/05/2017,Nuriootpa,20
15/06/2017,Nuriootpa,15
15/01/2013,Woomera,33
15/03/2013,Woomera,41
15/04/2013,Woomera,41
15/05/2013,Woomera,28
15/06/2013,Woomera,35
15/07/2013,Woomera,31
15/08/2013,Woomera,44
15/09/2013,Woomera,65
15/10/2013,Woomera,39
15/11/2013,Woomera,52
15/12/2013,Woomera,41
15/01/2014,Woomera,57
15/02/2014,Woomera,59
15/03/2014,Woomera,54
15/04/2014,Woomera,30
15/05/2014,Woomera,30
15/06/2014,Woomera,31
15/07/2014,Woomera,57
15/08/2014,Woomera,41
15/09/2014,Woomera,59
15/10/2014,Woomera,37
15/11/2014,Woomera,70
15/12/2014,Woomera,41
15/01/2015,Woomera,39
15/02/2015,Woomera,63
15/03/2015,Woomera,33
15/04/2015,Woomera,39
15/05/2015,Woomera,35
15/06/2015,Woomera,19
15/07/2015,Woomera,50
15/08/2015,Woomera,26
15/09/2015,Woomera,54
15/10/2015,Woomera,50
15/11/2015,Woomera,41
15/12/2015,Woomera,65
15/01/2016,Woomera,59
15/02/2016,Woomera,46
15/03/2016,Woomera,37
15/04/2016,Woomera,39
15/05/2016,Woomera,24
15/06/2016,Woomera,43
15/07/2016,Woomera,17
15/08/2016,Woomera,46
15/09/2016,Woomera,31
15/10/2016,Woomera,72
15/11/2016,Woomera,43
15/12/2016,Woomera,46
15/01/2017,Woomera,46
15/02/2017,Woomera,41
15/03/2017,Woomera,46
15/04/2017,Woomera,30
15/05/2017,Woomera,44
15/06/2017,Woomera,19
15/01/2013,Albany,NA
15/03/2013,Albany,NA
15/04/2013,Albany,NA
15/05/2013,Albany,NA
15/06/2013,Albany,NA
15/07/2013,Albany,NA
15/08/2013,Albany,NA
15/09/2013,Albany,NA
15/10/2013,Albany,NA
15/11/2013,Albany,NA
15/12/2013,Albany,NA
15/01/2014,Albany,NA
15/02/2014,Albany,NA
15/03/2014,Albany,NA
15/04/2014,Albany,NA
15/05/2014,Albany,NA
15/06/2014,Albany,NA
15/07/2014,Albany,NA
15/08/2014,Albany,NA
15/09/2014,Albany,NA
15/10/2014,Albany,NA
15/11/2014,Albany,NA
15/12/2014,Albany,NA
15/01/2015,Albany,NA
15/02/2015,Albany,NA
15/03/2015,Albany,NA
15/04/2015,Albany,NA
15/05/2015,Albany,NA
15/06/2015,Albany,NA
15/07/2015,Albany,NA
15/08/2015,Albany,NA
15/09/2015,Albany,NA
15/10/2015,Albany,NA
15/11/2015,Albany,NA
15/12/2015,Albany,NA
15/01/2016,Albany,NA
15/02/2016,Albany,NA
15/03/2016,Albany,NA
15/04/2016,Albany,NA
15/05/2016,Albany,NA
15/06/2016,Albany,NA
15/07/2016,Albany,NA
15/08/2016,Albany,NA
15/09/2016,Albany,NA
15/10/2016,Albany,NA
15/11/2016,Albany,NA
15/12/2016,Albany,NA
15/01/2017,Albany,NA
15/02/2017,Albany,NA
15/03/2017,Albany,NA
15/04/2017,Albany,NA
15/05/2017,Albany,NA
15/06/2017,Albany,NA
15/01/2013,Witchcliffe,48
15/03/2013,Witchcliffe,48
15/04/2013,Witchcliffe,19
15/05/2013,Witchcliffe,26
15/06/2013,Witchcliffe,15
15/07/2013,Witchcliffe,48
15/08/2013,Witchcliffe,72
15/09/2013,Witchcliffe,43
15/10/2013,Witchcliffe,50
15/11/2013,Witchcliffe,37
15/12/2013,Witchcliffe,46
15/01/2014,Witchcliffe,57
15/02/2014,Witchcliffe,35
15/03/2014,Witchcliffe,35
15/04/2014,Witchcliffe,35
15/05/2014,Witchcliffe,35
15/06/2014,Witchcliffe,28
15/07/2014,Witchcliffe,54
15/08/2014,Witchcliffe,28
15/09/2014,Witchcliffe,31
15/10/2014,Witchcliffe,44
15/11/2014,Witchcliffe,31
15/12/2014,Witchcliffe,46
15/01/2015,Witchcliffe,46
15/02/2015,Witchcliffe,48
15/03/2015,Witchcliffe,39
15/04/2015,Witchcliffe,33
15/05/2015,Witchcliffe,57
15/06/2015,Witchcliffe,31
15/07/2015,Witchcliffe,30
15/08/2015,Witchcliffe,19
15/09/2015,Witchcliffe,NA
15/10/2015,Witchcliffe,37
15/11/2015,Witchcliffe,31
15/12/2015,Witchcliffe,33
15/01/2016,Witchcliffe,37
15/02/2016,Witchcliffe,46
15/03/2016,Witchcliffe,33
15/04/2016,Witchcliffe,33
15/05/2016,Witchcliffe,56
15/06/2016,Witchcliffe,26
15/07/2016,Witchcliffe,61
15/08/2016,Witchcliffe,46
15/09/2016,Witchcliffe,52
15/10/2016,Witchcliffe,57
15/11/2016,Witchcliffe,54
15/12/2016,Witchcliffe,41
15/01/2017,Witchcliffe,39
15/02/2017,Witchcliffe,46
15/03/2017,Witchcliffe,59
15/04/2017,Witchcliffe,46
15/05/2017,Witchcliffe,69
15/06/2017,Witchcliffe,22
15/01/2013,PearceRAAF,44
15/03/2013,PearceRAAF,50
15/04/2013,PearceRAAF,26
15/05/2013,PearceRAAF,31
15/06/2013,PearceRAAF,NA
15/07/2013,PearceRAAF,48
15/08/2013,PearceRAAF,61
15/09/2013,PearceRAAF,50
15/10/2013,PearceRAAF,37
15/11/2013,PearceRAAF,70
15/12/2013,PearceRAAF,39
15/01/2014,PearceRAAF,50
15/02/2014,PearceRAAF,41
15/03/2014,PearceRAAF,41
15/04/2014,PearceRAAF,37
15/05/2014,PearceRAAF,24
15/06/2014,PearceRAAF,28
15/07/2014,PearceRAAF,41
15/08/2014,PearceRAAF,28
15/09/2014,PearceRAAF,31
15/10/2014,PearceRAAF,35
15/11/2014,PearceRAAF,NA
15/12/2014,PearceRAAF,48
15/01/2015,PearceRAAF,46
15/02/2015,PearceRAAF,52
15/03/2015,PearceRAAF,48
15/04/2015,PearceRAAF,41
15/05/2015,PearceRAAF,65
15/06/2015,PearceRAAF,39
15/07/2015,PearceRAAF,39
15/08/2015,PearceRAAF,33
15/09/2015,PearceRAAF,NA
15/10/2015,PearceRAAF,35
15/11/2015,PearceRAAF,37
15/12/2015,PearceRAAF,35
15/01/2016,PearceRAAF,48
15/02/2016,PearceRAAF,65
15/03/2016,PearceRAAF,41
15/04/2016,PearceRAAF,44
15/05/2016,PearceRAAF,46
15/06/2016,PearceRAAF,22
15/07/2016,PearceRAAF,44
15/08/2016,PearceRAAF,50
15/09/2016,PearceRAAF,NA
15/10/2016,PearceRAAF,69
15/11/2016,PearceRAAF,48
15/12/2016,PearceRAAF,43
15/01/2017,PearceRAAF,44
15/02/2017,PearceRAAF,30
15/03/2017,PearceRAAF,37
15/04/2017,PearceRAAF,39
15/05/2017,PearceRAAF,72
15/06/2017,PearceRAAF,28
15/01/2013,PerthAirport,39
15/03/2013,PerthAirport,56
15/04/2013,PerthAirport,28
15/05/2013,PerthAirport,30
15/06/2013,PerthAirport,37
15/07/2013,PerthAirport,48
15/08/2013,PerthAirport,81
15/09/2013,PerthAirport,52
15/10/2013,PerthAirport,35
15/11/2013,PerthAirport,61
15/12/2013,PerthAirport,35
15/01/2014,PerthAirport,48
15/02/2014,PerthAirport,35
15/03/2014,PerthAirport,41
15/04/2014,PerthAirport,37
15/05/2014,PerthAirport,22
15/06/2014,PerthAirport,26
15/07/2014,PerthAirport,46
15/08/2014,PerthAirport,33
15/09/2014,PerthAirport,33
15/10/2014,PerthAirport,48
15/11/2014,PerthAirport,50
15/12/2014,PerthAirport,50
15/01/2015,PerthAirport,43
15/02/2015,PerthAirport,48
15/03/2015,PerthAirport,48
15/04/2015,PerthAirport,41
15/05/2015,PerthAirport,48
15/06/2015,PerthAirport,46
15/07/2015,PerthAirport,44
15/08/2015,PerthAirport,37
15/09/2015,PerthAirport,37
15/10/2015,PerthAirport,37
15/11/2015,PerthAirport,37
15/12/2015,PerthAirport,37
15/01/2016,PerthAirport,56
15/02/2016,PerthAirport,NA
15/03/2016,PerthAirport,39
15/04/2016,PerthAirport,44
15/05/2016,PerthAirport,50
15/06/2016,PerthAirport,24
15/07/2016,PerthAirport,37
15/08/2016,PerthAirport,50
15/09/2016,PerthAirport,57
15/10/2016,PerthAirport,65
15/11/2016,PerthAirport,43
15/12/2016,PerthAirport,44
15/01/2017,PerthAirport,39
15/02/2017,PerthAirport,39
15/03/2017,PerthAirport,43
15/04/2017,PerthAirport,50
15/05/2017,PerthAirport,76
15/06/2017,PerthAirport,24
15/01/2013,Perth,31
15/03/2013,Perth,31
15/04/2013,Perth,22
15/05/2013,Perth,24
15/06/2013,Perth,26
15/07/2013,Perth,39
15/08/2013,Perth,59
15/09/2013,Perth,41
15/10/2013,Perth,31
15/11/2013,Perth,39
15/12/2013,Perth,31
15/01/2014,Perth,41
15/02/2014,Perth,28
15/03/2014,Perth,35
15/04/2014,Perth,31
15/05/2014,Perth,20
15/06/2014,Perth,20
15/07/2014,Perth,39
15/08/2014,Perth,26
15/09/2014,Perth,30
15/10/2014,Perth,31
15/11/2014,Perth,35
15/12/2014,Perth,43
15/01/2015,Perth,43
15/02/2015,Perth,33
15/03/2015,Perth,35
15/04/2015,Perth,28
15/05/2015,Perth,43
15/06/2015,Perth,26
15/07/2015,Perth,35
15/08/2015,Perth,26
15/09/2015,Perth,30
15/10/2015,Perth,30
15/11/2015,Perth,35
15/12/2015,Perth,35
15/01/2016,Perth,33
15/02/2016,Perth,43
15/03/2016,Perth,26
15/04/2016,Perth,31
15/05/2016,Perth,39
15/06/2016,Perth,19
15/07/2016,Perth,31
15/08/2016,Perth,41
15/09/2016,Perth,41
15/10/2016,Perth,54
15/11/2016,Perth,39
15/12/2016,Perth,37
15/01/2017,Perth,39
15/02/2017,Perth,22
15/03/2017,Perth,35
15/04/2017,Perth,31
15/05/2017,Perth,54
15/06/2017,Perth,NA
15/01/2013,SalmonGums,48
15/03/2013,SalmonGums,33
15/04/2013,SalmonGums,19
15/05/2013,SalmonGums,17
15/06/2013,SalmonGums,17
15/07/2013,SalmonGums,37
15/08/2013,SalmonGums,57
15/09/2013,SalmonGums,26
15/10/2013,SalmonGums,52
15/11/2013,SalmonGums,44
15/12/2013,SalmonGums,39
15/01/2014,SalmonGums,37
15/02/2014,SalmonGums,28
15/03/2014,SalmonGums,39
15/04/2014,SalmonGums,50
15/05/2014,SalmonGums,31
15/06/2014,SalmonGums,22
15/07/2014,SalmonGums,48
15/08/2014,SalmonGums,28
15/09/2014,SalmonGums,33
15/10/2014,SalmonGums,46
15/11/2014,SalmonGums,26
15/12/2014,SalmonGums,54
15/01/2015,SalmonGums,44
15/02/2015,SalmonGums,39
15/03/2015,SalmonGums,54
15/04/2015,SalmonGums,37
15/05/2015,SalmonGums,46
15/06/2015,SalmonGums,20
15/07/2015,SalmonGums,26
15/08/2015,SalmonGums,31
15/09/2015,SalmonGums,35
15/10/2015,SalmonGums,39
15/11/2015,SalmonGums,50
15/12/2015,SalmonGums,43
15/01/2016,SalmonGums,39
15/02/2016,SalmonGums,41
15/03/2016,SalmonGums,35
15/04/2016,SalmonGums,33
15/05/2016,SalmonGums,50
15/06/2016,SalmonGums,22
15/07/2016,SalmonGums,37
15/08/2016,SalmonGums,39
15/09/2016,SalmonGums,41
15/10/2016,SalmonGums,67
15/11/2016,SalmonGums,67
15/12/2016,SalmonGums,30
15/01/2017,SalmonGums,37
15/02/2017,SalmonGums,33
15/03/2017,SalmonGums,56
15/04/2017,SalmonGums,33
15/05/2017,SalmonGums,61
15/06/2017,SalmonGums,20
15/01/2013,Walpole,35
15/03/2013,Walpole,41
15/04/2013,Walpole,24
15/05/2013,Walpole,20
15/06/2013,Walpole,26
15/07/2013,Walpole,57
15/08/2013,Walpole,69
15/09/2013,Walpole,46
15/10/2013,Walpole,67
15/11/2013,Walpole,44
15/12/2013,Walpole,33
15/01/2014,Walpole,59
15/02/2014,Walpole,35
15/03/2014,Walpole,41
15/04/2014,Walpole,52
15/05/2014,Walpole,35
15/06/2014,Walpole,43
15/07/2014,Walpole,67
15/08/2014,Walpole,26
15/09/2014,Walpole,24
15/10/2014,Walpole,48
15/11/2014,Walpole,33
15/12/2014,Walpole,57
15/01/2015,Walpole,31
15/02/2015,Walpole,37
15/03/2015,Walpole,54
15/04/2015,Walpole,20
15/05/2015,Walpole,54
15/06/2015,Walpole,33
15/07/2015,Walpole,41
15/08/2015,Walpole,17
15/09/2015,Walpole,NA
15/10/2015,Walpole,56
15/11/2015,Walpole,39
15/12/2015,Walpole,30
15/01/2016,Walpole,41
15/02/2016,Walpole,46
15/03/2016,Walpole,61
15/04/2016,Walpole,33
15/05/2016,Walpole,72
15/06/2016,Walpole,31
15/07/2016,Walpole,63
15/08/2016,Walpole,44
15/09/2016,Walpole,61
15/10/2016,Walpole,74
15/11/2016,Walpole,NA
15/12/2016,Walpole,39
15/01/2017,Walpole,33
15/02/2017,Walpole,35
15/03/2017,Walpole,70
15/04/2017,Walpole,30
15/05/2017,Walpole,59
15/06/2017,Walpole,19
15/01/2013,Hobart,48
15/03/2013,Hobart,44
15/04/2013,Hobart,28
15/05/2013,Hobart,35
15/06/2013,Hobart,56
15/07/2013,Hobart,31
15/08/2013,Hobart,59
15/09/2013,Hobart,30
15/10/2013,Hobart,67
15/11/2013,Hobart,43
15/12/2013,Hobart,57
15/01/2014,Hobart,37
15/02/2014,Hobart,43
15/03/2014,Hobart,76
15/04/2014,Hobart,22
15/05/2014,Hobart,72
15/06/2014,Hobart,20
15/07/2014,Hobart,33
15/08/2014,Hobart,30
15/09/2014,Hobart,31
15/10/2014,Hobart,50
15/11/2014,Hobart,44
15/12/2014,Hobart,52
15/01/2015,Hobart,56
15/02/2015,Hobart,50
15/03/2015,Hobart,37
15/04/2015,Hobart,NA
15/05/2015,Hobart,41
15/06/2015,Hobart,20
15/07/2015,Hobart,43
15/08/2015,Hobart,33
15/09/2015,Hobart,50
15/10/2015,Hobart,67
15/11/2015,Hobart,35
15/12/2015,Hobart,39
15/01/2016,Hobart,46
15/02/2016,Hobart,94
15/03/2016,Hobart,35
15/04/2016,Hobart,46
15/05/2016,Hobart,83
15/06/2016,Hobart,33
15/07/2016,Hobart,78
15/08/2016,Hobart,52
15/09/2016,Hobart,61
15/10/2016,Hobart,80
15/11/2016,Hobart,69
15/12/2016,Hobart,35
15/01/2017,Hobart,57
15/02/2017,Hobart,69
15/03/2017,Hobart,52
15/04/2017,Hobart,35
15/05/2017,Hobart,20
15/06/2017,Hobart,NA
15/01/2013,Launceston,44
15/03/2013,Launceston,33
15/04/2013,Launceston,19
15/05/2013,Launceston,26
15/06/2013,Launceston,54
15/07/2013,Launceston,24
15/08/2013,Launceston,33
15/09/2013,Launceston,13
15/10/2013,Launceston,52
15/11/2013,Launceston,31
15/12/2013,Launceston,28
15/01/2014,Launceston,35
15/02/2014,Launceston,33
15/03/2014,Launceston,44
15/04/2014,Launceston,28
15/05/2014,Launceston,41
15/06/2014,Launceston,24
15/07/2014,Launceston,26
15/08/2014,Launceston,26
15/09/2014,Launceston,24
15/10/2014,Launceston,37
15/11/2014,Launceston,30
15/12/2014,Launceston,37
15/01/2015,Launceston,39
15/02/2015,Launceston,33
15/03/2015,Launceston,35
15/04/2015,Launceston,31
15/05/2015,Launceston,19
15/06/2015,Launceston,13
15/07/2015,Launceston,39
15/08/2015,Launceston,33
15/09/2015,Launceston,35
15/10/2015,Launceston,46
15/11/2015,Launceston,33
15/12/2015,Launceston,37
15/01/2016,Launceston,43
15/02/2016,Launceston,NA
15/03/2016,Launceston,43
15/04/2016,Launceston,41
15/05/2016,Launceston,70
15/06/2016,Launceston,20
15/07/2016,Launceston,37
15/08/2016,Launceston,39
15/09/2016,Launceston,24
15/10/2016,Launceston,52
15/11/2016,Launceston,37
15/12/2016,Launceston,33
15/01/2017,Launceston,37
15/02/2017,Launceston,41
15/03/2017,Launceston,41
15/04/2017,Launceston,19
15/05/2017,Launceston,28
15/06/2017,Launceston,26
15/01/2013,AliceSprings,39
15/03/2013,AliceSprings,31
15/04/2013,AliceSprings,31
15/05/2013,AliceSprings,19
15/06/2013,AliceSprings,35
15/07/2013,AliceSprings,33
15/08/2013,AliceSprings,54
15/09/2013,AliceSprings,70
15/10/2013,AliceSprings,41
15/11/2013,AliceSprings,72
15/12/2013,AliceSprings,46
15/01/2014,AliceSprings,54
15/02/2014,AliceSprings,52
15/03/2014,AliceSprings,63
15/04/2014,AliceSprings,43
15/05/2014,AliceSprings,37
15/06/2014,AliceSprings,41
15/07/2014,AliceSprings,43
15/08/2014,AliceSprings,41
15/09/2014,AliceSprings,26
15/10/2014,AliceSprings,35
15/11/2014,AliceSprings,46
15/12/2014,AliceSprings,52
15/01/2015,AliceSprings,39
15/02/2015,AliceSprings,43
15/03/2015,AliceSprings,37
15/04/2015,AliceSprings,35
15/05/2015,AliceSprings,50
15/06/2015,AliceSprings,31
15/07/2015,AliceSprings,35
15/08/2015,AliceSprings,37
15/09/2015,AliceSprings,37
15/10/2015,AliceSprings,37
15/11/2015,AliceSprings,46
15/12/2015,AliceSprings,57
15/01/2016,AliceSprings,44
15/02/2016,AliceSprings,37
15/03/2016,AliceSprings,54
15/04/2016,AliceSprings,30
15/05/2016,AliceSprings,26
15/06/2016,AliceSprings,30
15/07/2016,AliceSprings,41
15/08/2016,AliceSprings,37
15/09/2016,AliceSprings,28
15/10/2016,AliceSprings,37
15/11/2016,AliceSprings,43
15/12/2016,AliceSprings,33
15/01/2017,AliceSprings,33
15/02/2017,AliceSprings,44
15/03/2017,AliceSprings,41
15/04/2017,AliceSprings,30
15/05/2017,AliceSprings,30
15/06/2017,AliceSprings,31
15/01/2013,Darwin,48
15/03/2013,Darwin,52
15/04/2013,Darwin,26
15/05/2013,Darwin,33
15/06/2013,Darwin,46
15/07/2013,Darwin,56
15/08/2013,Darwin,31
15/09/2013,Darwin,31
15/10/2013,Darwin,43
15/11/2013,Darwin,44
15/12/2013,Darwin,41
15/01/2014,Darwin,80
15/02/2014,Darwin,39
15/03/2014,Darwin,37
15/04/2014,Darwin,33
15/05/2014,Darwin,37
15/06/2014,Darwin,50
15/07/2014,Darwin,33
15/08/2014,Darwin,56
15/09/2014,Darwin,33
15/10/2014,Darwin,56
15/11/2014,Darwin,52
15/12/2014,Darwin,41
15/01/2015,Darwin,39
15/02/2015,Darwin,46
15/03/2015,Darwin,52
15/04/2015,Darwin,31
15/05/2015,Darwin,50
15/06/2015,Darwin,33
15/07/2015,Darwin,41
15/08/2015,Darwin,44
15/09/2015,Darwin,35
15/10/2015,Darwin,41
15/11/2015,Darwin,50
15/12/2015,Darwin,30
15/01/2016,Darwin,30
15/02/2016,Darwin,70
15/03/2016,Darwin,70
15/04/2016,Darwin,28
15/05/2016,Darwin,44
15/06/2016,Darwin,48
15/07/2016,Darwin,52
15/08/2016,Darwin,52
15/09/2016,Darwin,31
15/10/2016,Darwin,39
15/11/2016,Darwin,43
15/12/2016,Darwin,57
15/01/2017,Darwin,31
15/02/2017,Darwin,41
15/03/2017,Darwin,35
15/04/2017,Darwin,22
15/05/2017,Darwin,33
15/06/2017,Darwin,41
15/03/2013,Katherine,74
15/04/2013,Katherine,30
15/05/2013,Katherine,33
15/06/2013,Katherine,41
15/07/2013,Katherine,48
15/08/2013,Katherine,26
15/09/2013,Katherine,28
15/10/2013,Katherine,48
15/11/2013,Katherine,48
15/12/2013,Katherine,57
15/01/2014,Katherine,56
15/02/2014,Katherine,41
15/03/2014,Katherine,30
15/04/2014,Katherine,33
15/05/2014,Katherine,44
15/06/2014,Katherine,46
15/07/2014,Katherine,26
15/08/2014,Katherine,31
15/09/2014,Katherine,35
15/10/2014,Katherine,35
15/11/2014,Katherine,35
15/12/2014,Katherine,28
15/01/2015,Katherine,24
15/02/2015,Katherine,50
15/03/2015,Katherine,56
15/04/2015,Katherine,35
15/05/2015,Katherine,39
15/06/2015,Katherine,26
15/07/2015,Katherine,33
15/08/2015,Katherine,43
15/09/2015,Katherine,31
15/10/2015,Katherine,48
15/11/2015,Katherine,35
15/12/2015,Katherine,39
15/01/2016,Katherine,33
15/02/2016,Katherine,35
15/03/2016,Katherine,31
15/04/2016,Katherine,35
15/05/2016,Katherine,37
15/06/2016,Katherine,41
15/07/2016,Katherine,41
15/08/2016,Katherine,46
15/09/2016,Katherine,28
15/10/2016,Katherine,43
15/11/2016,Katherine,44
15/12/2016,Katherine,50
15/01/2017,Katherine,30
15/02/2017,Katherine,39
15/03/2017,Katherine,30
15/04/2017,Katherine,33
15/05/2017,Katherine,39
15/06/2017,Katherine,41
15/03/2013,Uluru,35
15/04/2013,Uluru,30
15/05/2013,Uluru,30
15/06/2013,Uluru,33
15/07/2013,Uluru,39
15/08/2013,Uluru,48
15/09/2013,Uluru,69
15/10/2013,Uluru,30
15/11/2013,Uluru,70
15/12/2013,Uluru,46
15/01/2014,Uluru,56
15/02/2014,Uluru,41
15/03/2014,Uluru,NA
15/04/2014,Uluru,35
15/05/2014,Uluru,50
15/06/2014,Uluru,35
15/07/2014,Uluru,37
15/08/2014,Uluru,39
15/09/2014,Uluru,30
15/10/2014,Uluru,41
15/11/2014,Uluru,37
15/12/2014,Uluru,87
15/01/2015,Uluru,44
15/02/2015,Uluru,48
15/03/2015,Uluru,39
15/04/2015,Uluru,33
15/05/2015,Uluru,54
15/06/2015,Uluru,26
15/07/2015,Uluru,39
15/08/2015,Uluru,41
15/09/2015,Uluru,48
15/10/2015,Uluru,39
15/11/2015,Uluru,44
15/12/2015,Uluru,33
15/01/2016,Uluru,52
15/02/2016,Uluru,41
15/03/2016,Uluru,39
15/04/2016,Uluru,31
15/05/2016,Uluru,22
15/06/2016,Uluru,NA
15/07/2016,Uluru,48
15/08/2016,Uluru,39
15/09/2016,Uluru,28
15/10/2016,Uluru,52
15/11/2016,Uluru,43
15/12/2016,Uluru,43
15/01/2017,Uluru,44
15/02/2017,Uluru,28
15/03/2017,Uluru,43
15/04/2017,Uluru,31
15/05/2017,Uluru,39
15/06/2017,Uluru,19
